GIFT_ID;PC6;DATE
63502;4105CB;12/23/2019
63503; ;12/20/2019
63504;4463TX;12/26/2019
63505;3842JG;12/28/2019
63506;8244DV;12/19/2019
63507;8491GE;12/22/2019
63508; ;12/24/2019
63509; ;10/20/2020
63510;1057BJ;12/19/2019
63511;2015JT;3/2/2022
63512;2015JT;12/1/2020
63513;2015JT;8/1/2021
63514;7751NP;12/1/2021
63515;5841AZ;12/22/2019
63516;6017CM;1/1/2020
63517; ;12/25/2019
63518;4615BM;12/1/2021
63519; ;12/20/2019
63520; ;6/15/2020
63521; ;12/1/2020
63522;8262DV;1/1/2020
63523;8262DV;12/1/2021
63524;6713PC;12/25/2019
63525;3043LG;12/29/2019
63526;1901GA;12/28/2019
63527; ;12/27/2019
63528;2802ZS;12/30/2019
63529;3524BW;1/1/2020
63530;3524BW;4/1/2021
63531;3524BW;7/1/2021
63532; ;12/21/2019
63533;1363ZR;12/19/2019
63534;1019AW;12/26/2019
63535;4132CN;1/3/2020
63536;2315HJ;12/18/2019
63537;2182GM;11/10/2022
63538;2182GM;12/20/2019
63539;1091LM;12/21/2019
63540;3332VA;12/31/2019
63541;5508LN;12/20/2019
63542;3572EH;12/30/2019
63543;7391DM;12/23/2019
63544;7722VT;12/1/2020
63545;7722VT;8/1/2021
63546;7722VT;12/22/2019
63547;4818TV;12/29/2019
63548;5171KZ;12/26/2019
63549;6136GS;1/1/2021
63550;6136GS;1/1/2021
63551;6136GS;12/18/2019
63552;6136GS;9/1/2021
63553;2596JR;12/20/2019
63554;3723BR;12/22/2019
63555;7322BT;12/25/2019
63556;5301WN;11/8/2022
63557;5301WN;11/4/2022
63558;5301WN;12/29/2019
63559;5301WN;12/1/2021
63560;3573SK;1/1/2020
63561;2332BG;12/23/2019
63562;1071TW;12/24/2019
63563;3723PD;1/3/2020
63564;3111NE;12/23/2019
63565;1335SX;6/14/2020
63566;1335SX;12/22/2019
63567;2051SM;12/29/2019
63568;3607JT;1/1/2020
63569;3607JT;11/27/2022
63570;1016LT;1/4/2020
63571;3823GH;12/25/2019
63572;5262RJ;12/25/2019
63573;1103DC;12/25/2019
63574;5508MP;12/26/2019
63575;1391AV;12/18/2019
63576;4207TM;12/18/2019
63577;2641EL;12/22/2019
63578; ;1/3/2020
63579;8033DW;12/24/2019
63580;8033DW;11/1/2021
63581;8033DW;5/1/2021
63582;5262NH;12/20/2019
63583;9203TH;12/30/2019
63584;3813LL;12/24/2019
63585; ;9/1/2021
63586;5844AM;12/26/2019
63587;2211AA;12/29/2019
63588;9761LD;12/19/2019
63589; ;12/24/2019
63590;6716ME;12/20/2019
63591;6716ME;11/1/2020
63592;2082GC;12/25/2019
63593; ;12/20/2019
63594;7231AK;1/2/2020
63595;6216PZ;12/29/2019
63596;2625GK;12/24/2019
63597;2341NV;12/20/2019
63598; ;12/26/2019
63599;2517BG;1/5/2020
63600;2517BG;5/24/2020
63601;7415DA;12/1/2020
63602;1401AJ;12/29/2019
63603;2241LD;12/27/2019
63604;4811KP;12/20/2019
63605;2722VP;12/22/2019
63606;2722VP;12/22/2019
63607;7322GM;12/22/2019
63608;7322GM;12/22/2019
63609; ;1/3/2020
63610;6041HK;12/20/2019
63611;1432MZ;12/18/2019
63612;2552PK;12/19/2019
63613;2964AJ;12/23/2019
63614;7577JR;12/22/2019
63615; ;12/26/2019
63616; ;2/28/2022
63617; ;12/21/2019
63618;1326BS;12/19/2019
63619; ;1/2/2020
63620;3823BT;12/29/2019
63621;5324JM;12/19/2019
63622;2951TG;12/26/2019
63623;7021ZT;12/24/2019
63624;2548CP;1/3/2020
63625;1081KL;12/23/2019
63626;5061MB;6/20/2022
63627;1055SP;12/25/2019
63628;3445CH;12/22/2019
63629;3445CH;11/29/2022
63630;2282VM;12/29/2019
63631;3742ML;1/3/2020
63632;3452MR;12/19/2019
63633;2631SM;1/1/2021
63634;2631SM;12/1/2021
63635;2631SM;12/30/2019
63636;2631SM;12/24/2022
63637;5235LK;12/24/2019
63638;3318TA;12/26/2019
63639;1317KL;9/2/2022
63640;1317KL;12/25/2019
63641;1317KL;12/1/2021
63642;1317KL;12/25/2022
63643;9405LH;12/20/2019
63644;1024GM;12/26/2019
63645; ;12/23/2019
63646;1187VE;12/1/2021
63647;1187VE;12/20/2019
63648;2252AM;12/20/2019
63649;2252AM;12/1/2020
63650;2252AM;9/12/2020
63651;2252AM;4/1/2021
63652;8253EW;12/28/2019
63653;4451ES;12/22/2019
63654;4451ES;12/1/2021
63655;1087VP;1/2/2020
63656;3925HB;12/28/2019
63657;1272GE;12/31/2019
63658;7201LR;12/17/2019
63659;3036GC;12/26/2019
63660;3036GC;9/13/2020
63661;3036GC;12/1/2020
63662;3036GC;12/1/2021
63663;4021GZ;12/22/2019
63664;5961TN;12/26/2019
63665;5961TN;8/29/2020
63666;3039XJ;1/1/2022
63667;3039XJ;12/31/2019
63668;6466TH;1/3/2020
63669; ;12/23/2019
63670; ;12/24/2019
63671;1241XX;12/25/2019
63672;4301ER;3/1/2022
63673;4301ER;12/21/2019
63674;3825LT;12/20/2019
63675;3446DC;12/21/2019
63676; ;12/20/2019
63677;3721KK;12/24/2019
63678; ;12/30/2019
63679;5988KP;12/20/2019
63680;5988KP;12/1/2020
63681;2317LM;12/23/2019
63682;2317LM;12/23/2022
63683;2317LM;12/1/2021
63684;9611BV;12/23/2019
63685; ;12/28/2019
63686;1335DR;12/20/2019
63687; ;12/21/2019
63688;1096GB;12/21/2019
63689; ;12/27/2019
63690;2333XS;1/1/2021
63691;2333XS;1/5/2020
63692;4701GR;11/6/2022
63693;4701GR;12/21/2019
63694;6133WH;12/25/2019
63695;5063EC;1/3/2020
63696;8731EA;12/20/2019
63697; ;12/31/2019
63698;1087LM;12/18/2019
63699;9103PS;12/28/2019
63700;5673LN;12/1/2021
63701;5673LN;12/24/2019
63702; ;12/22/2019
63703;3564KM;1/5/2020
63704;3826BR;12/24/2019
63705;2665EP;12/20/2019
63706;3312LV;12/30/2019
63707;9356SC;12/18/2019
63708;6605BR;12/23/2019
63709;2286VB;12/25/2019
63710;2555CK;12/22/2019
63711;8322AK;12/1/2020
63712;8322AK;12/28/2019
63713;2642AX;12/1/2021
63714;3769JE;12/22/2019
63715;3362TS;12/26/2019
63716; ;1/1/2020
63717; ;12/22/2019
63718;1078XD;12/22/2019
63719;6003NL;12/18/2019
63720; ;12/28/2019
63721;2561EE;12/26/2019
63722;1098NE;12/31/2019
63723;3832JT;12/22/2019
63724;9411MJ;1/1/2022
63725;9411MJ;12/20/2019
63726;4207EB;12/23/2019
63727;7431ZN;12/20/2019
63728;7122PZ;12/24/2019
63729; ;12/22/2019
63730;1098WS;12/23/2019
63731;1098WS;1/1/2021
63732;3553JX;12/17/2019
63733;3742HB;12/21/2019
63734;2613VM;1/5/2020
63735; ;12/21/2019
63736;9408LB;1/2/2020
63737;6245HH;12/24/2019
63738; ;12/27/2019
63739;1601KS;12/23/2019
63740; ;12/21/2019
63741;9903AA;12/16/2022
63742;9903AA;1/3/2020
63743;9903AA;6/17/2022
63744;6533CJ;12/21/2019
63745;8531AN;1/3/2020
63746;2135EM;1/2/2020
63747; ;12/24/2019
63748; ;12/23/2019
63749;7334CP;5/30/2021
63750;1075KJ;12/20/2019
63751;8084CE;12/21/2019
63752; ;12/20/2019
63753; ;12/27/2019
63754;7514DA;12/20/2019
63755;1013JN;12/21/2019
63756;5271NG;12/20/2019
63757;5237TA;12/18/2019
63758;1051BB;12/25/2019
63759;2994HA;12/31/2019
63760; ;12/21/2019
63761;2121CC;12/31/2019
63762;3015AA;12/22/2019
63763;4874KT;12/18/2019
63764;2596TP;1/1/2022
63765;2596TP;1/6/2020
63766;2716HW;12/23/2019
63767;6088HK;6/16/2022
63768;6088HK;1/2/2020
63769;6088HK;1/1/2021
63770;6088HK;11/3/2022
63771;7006AS;12/20/2019
63772;1078MT;12/27/2019
63773;1063KG;12/26/2019
63774;5467AV;12/1/2020
63775;5467AV;12/18/2019
63776;7511DJ;12/27/2019
63777;6717SP;12/28/2019
63778;2034GB;1/4/2020
63779;2034GB;12/12/2022
63780;2597CR;12/18/2019
63781;2953EK;12/24/2019
63782;6652GG;12/21/2019
63783;6652GG;11/5/2022
63784; ;12/23/2019
63785; ;1/1/2021
63786;2597LD;12/18/2019
63787;9717LT;12/22/2019
63788;8012WR;12/1/2020
63789;8012WR;1/4/2020
63790;8012WR;9/15/2020
63791;8012WR;4/1/2021
63792; ;12/23/2019
63793; ;1/2/2020
63794; ;12/29/2019
63795;5041BB;12/30/2019
63796;7312RX;12/20/2019
63797;1901AM;12/1/2020
63798;1901AM;12/30/2019
63799;4357BP;12/19/2019
63800;2595CT;12/25/2019
63801;3514TL;12/26/2019
63802;6444KN;1/3/2020
63803;3762TB;12/25/2019
63804;8919BB;12/22/2019
63805;9406EG;11/1/2020
63806;9406EG;12/26/2019
63807;7441HJ;9/22/2022
63808;7441HJ;12/26/2019
63809;7441HJ;12/1/2020
63810;7441HJ;12/1/2020
63811; ;12/21/2019
63812;3751VK;12/23/2019
63813;4133NB;12/25/2019
63814;4133NB;12/25/2019
63815;3191TK;12/22/2019
63816;2032LK;12/20/2019
63817;2721HW;1/4/2020
63818;6535VG;12/22/2019
63819;3225GM;1/3/2020
63820;1791HK;12/31/2019
63821;3555EX;11/8/2022
63822;2221MG;12/30/2019
63823;5431LZ;1/3/2020
63824;5431LZ;12/1/2021
63825;5106AC;12/26/2019
63826;2544KW;12/22/2019
63827; ;12/27/2019
63828;9801AE;12/24/2019
63829;3136JG;12/28/2019
63830;6361GM;12/18/2019
63831; ;12/23/2019
63832; ;4/1/2021
63833;5961GZ;12/20/2019
63834;7339JA;12/22/2019
63835;7339JA;12/22/2019
63836;1171EB;12/31/2019
63837;3762VE;12/31/2019
63838;8244GN;12/21/2019
63839;8511AA;1/4/2020
63840; ;2/1/2022
63841; ;12/23/2019
63842; ;12/22/2019
63843;2211XE;12/30/2019
63844;2992AS;12/30/2019
63845;1357PD;1/4/2020
63846;1087EH;12/22/2019
63847;1098CW;12/23/2019
63848;3522HG;12/21/2019
63849;3522HG;12/1/2020
63850;9035GE;12/30/2019
63851;9035GE;3/1/2022
63852; ;12/20/2019
63853;5462AG;1/4/2020
63854;7546AW;12/21/2019
63855;4245TN;12/1/2021
63856;4245TN;12/14/2022
63857;4245TN;12/31/2019
63858;4245TN;12/1/2020
63859;4383XH;12/31/2019
63860;6523LB;12/20/2019
63861;6523LB;12/1/2020
63862;6523CM;12/1/2020
63863;3531WJ;12/26/2019
63864;6536DW;12/23/2019
63865; ;12/24/2019
63866;1223MH;12/22/2019
63867;5361GP;3/3/2022
63868;5361GP;12/1/2020
63869;5361GP;12/1/2021
63870;5361GP;12/21/2019
63871;2025TD;12/28/2019
63872;8014CB;11/3/2022
63873;5431WK;12/21/2019
63874;3515VH;12/23/2019
63875;3515VH;12/1/2020
63876;2595EE;12/18/2019
63877;3831RZ;12/1/2021
63878;3831RZ;12/29/2019
63879;8913ED;12/23/2019
63880; ;12/31/2019
63881;3206SN;1/5/2020
63882;1422EE;12/18/2019
63883;2548TT;1/3/2020
63884;3435GH;12/25/2019
63885;2586RJ;12/24/2019
63886;7944GW;12/21/2019
63887;1092XC;12/21/2019
63888; ;12/31/2019
63889;3023PM;1/1/2020
63890;3023PM;7/30/2020
63891;3023PM;8/1/2021
63892;3023PM;8/1/2021
63893;1824XV;12/29/2019
63894;1017SP;12/10/2022
63895;1017SP;12/22/2019
63896;2315VA;12/24/2019
63897;3831LJ;12/26/2019
63898;5914BH;1/2/2020
63899; ;12/23/2019
63900; ;5/19/2020
63901; ;8/24/2020
63902;1502CE;12/23/2019
63903; ;12/23/2019
63904;5131HH;12/18/2019
63905;5131HH;3/2/2022
63906;5131HH;6/18/2022
63907;3723JM;12/27/2019
63908;3723JM;12/1/2020
63909;7231ET;10/9/2022
63910;1077DT;3/1/2022
63911;1077DT;12/25/2019
63912;1065DZ;12/26/2019
63913;3474JT;1/3/2020
63914;3425EL;6/20/2022
63915;3743CB;12/22/2019
63916;3743CB;11/11/2022
63917;1391XL;12/1/2020
63918;1391XL;3/28/2022
63919;8802XJ;1/2/2020
63920;8414MK;12/18/2019
63921;7721EN;12/29/2019
63922;8431TS;12/24/2019
63923; ;12/30/2019
63924;7546JE;1/4/2020
63925;7546JE;12/1/2020
63926;7546JE;7/20/2022
63927; ;12/17/2019
63928;2905AK;12/20/2019
63929;2264BA;12/31/2019
63930;2595HB;12/30/2019
63931;2595HB;12/1/2020
63932;1059VW;12/22/2019
63933;1188DJ;12/17/2019
63934; ;12/23/2019
63935; ;12/1/2020
63936; ;12/31/2022
63937;7425AD;12/22/2019
63938; ;12/23/2019
63939;3632TB;12/29/2019
63940;3632TB;12/1/2020
63941;2343HV;8/1/2021
63942;2343HV;12/22/2019
63943;4817CP;1/1/2020
63944; ;12/20/2019
63945; ;12/24/2019
63946; ;12/25/2019
63947; ;9/1/2021
63948;3437KK;12/1/2020
63949;3437KK;12/19/2019
63950;3437KK;4/1/2021
63951;3437KK;12/1/2021
63952; ;12/15/2022
63953; ;12/21/2019
63954;6814BR;12/24/2019
63955;3708VB;12/1/2021
63956;3708VB;1/1/2020
63957;1624TL;12/1/2020
63958;1624TL;12/18/2019
63959;3843XN;12/24/2019
63960;5143TE;12/23/2019
63961;1561VJ;12/20/2019
63962;2564CS;12/21/2019
63963; ;12/26/2019
63964;6823AV;12/1/2020
63965;6823AV;1/3/2020
63966;2512AM;12/29/2019
63967;5654JC;12/1/2020
63968;5654JC;12/21/2019
63969;4771RX;12/1/2021
63970;4771RX;12/1/2020
63971;4771RX;1/2/2020
63972;8103RD;12/19/2019
63973;2461AZ;12/23/2019
63974;6418PC;12/31/2019
63975; ;12/21/2019
63976; ;12/26/2019
63977;1102LA;12/22/2019
63978;5142PN;12/24/2019
63979; ;1/2/2020
63980; ;12/24/2019
63981; ;12/20/2019
63982; ;12/19/2019
63983;1911BB;12/18/2019
63984;1273EE;12/29/2019
63985; ;1/3/2020
63986; ;12/30/2019
63987;3051JE;12/22/2019
63988;4147AZ;12/31/2019
63989;5924AG;12/27/2019
63990;7957EM;12/20/2019
63991;1352AH;1/2/2020
63992; ;12/22/2019
63993;6871DG;12/21/2019
63994;1019PE;12/30/2019
63995;9108MK;1/5/2020
63996;5081TL;12/31/2019
63997;6843LC;1/2/2020
63998;6843LC;9/1/2021
63999; ;12/29/2019
64000; ;12/1/2020
64001; ;12/1/2021
64002; ;12/16/2022
64003; ;12/1/2020
64004; ;12/28/2019
64005;5492HK;12/23/2019
64006;4484AK;12/22/2019
64007; ;12/25/2019
64008; ;12/1/2020
64009;4835BA;12/27/2019
64010;3853ML;12/28/2019
64011;1171DD;2/21/2020
64012;1171DD;12/23/2019
64013;3514JG;12/26/2019
64014;9088BG;3/1/2021
64015;3452RK;12/24/2019
64016;4007VW;12/18/2019
64017;4007VW;3/1/2022
64018; ;12/17/2019
64019;2116EH;12/28/2019
64020; ;12/23/2019
64021;1462JE;5/14/2022
64022;1462JE;12/22/2019
64023;2105XH;12/27/2019
64024;1442AD;12/30/2019
64025;7468RT;12/21/2019
64026;5256AR;12/20/2019
64027;3813BD;12/17/2019
64028;9833PC;12/23/2019
64029;2402GS;12/23/2019
64030;6841AD;3/2/2022
64031;3961EC;12/26/2019
64032;1412BL;12/21/2019
64033;2311PM;12/31/2019
64034; ;12/24/2019
64035;1018DJ;12/21/2019
64036;7323EB;1/2/2020
64037; ;12/23/2019
64038;3524BH;12/21/2019
64039;9423PS;12/19/2019
64040;1601AN;12/24/2019
64041;5731CT;3/3/2022
64042;5731CT;12/21/2019
64043;2631BR;12/21/2019
64044;2631BR;12/22/2019
64045;9804RA;12/30/2019
64046;3561HB;12/21/2019
64047; ;12/30/2019
64048;5258CG;12/28/2019
64049;8332G;12/1/2020
64050;8332G;9/1/2021
64051;8332G;12/27/2019
64052;8332G;12/1/2021
64053;8332G;12/1/2021
64054;2131GC;12/20/2019
64055;3077TS;12/27/2019
64056;8881EE;12/18/2019
64057;1181TP;12/25/2019
64058;5953HR;1/2/2020
64059;5953HR;12/1/2020
64060;3344DB;3/7/2022
64061;3344DB;12/1/2021
64062;3344DB;12/21/2019
64063;2376AG;12/25/2019
64064; ;12/20/2019
64065;4823GC;12/22/2019
64066; ;12/29/2019
64067;8801ZH;12/18/2019
64068;3532EK;12/26/2019
64069;3994XS;12/21/2019
64070;2989AR;12/19/2019
64071;1091HA;12/25/2019
64072;1091HA;12/1/2020
64073;6543XW;1/1/2020
64074;5481PG;12/23/2019
64075;5481PG;12/23/2019
64076;5481PG;12/23/2019
64077;7255LV;12/30/2019
64078;4631MD;12/22/2019
64079; ;12/19/2019
64080;8121JD;12/20/2019
64081;3274CB;12/1/2020
64082;3274CB;12/31/2019
64083;3274CB;12/1/2021
64084;9727BM;12/22/2019
64085;6658CW;6/18/2022
64086;6658CW;12/23/2019
64087;3583TK;12/22/2019
64088;9502WZ;12/26/2019
64089;4921HW;12/22/2019
64090;6828ZS;12/29/2019
64091;5663EX;12/22/2019
64092;9203SR;12/23/2019
64093;7312MN;12/26/2019
64094;1213LA;12/27/2019
64095;6671HG;12/26/2019
64096;6671HG;3/1/2022
64097;5721BN;1/5/2020
64098;5667BA;12/24/2019
64099;2531AP;3/19/2020
64100;2531AP;12/20/2019
64101;2275EE;1/3/2020
64102;3707CE;1/1/2020
64103; ;12/20/2019
64104;1816BX;12/24/2019
64105;1063BX;3/22/2020
64106;6812AD;12/22/2019
64107;9408DV;12/25/2019
64108; ;12/22/2019
64109;5707KG;12/20/2019
64110;2691KL;12/28/2019
64111;1446CK;12/20/2019
64112;3994PG;12/18/2019
64113;3994PG;12/18/2019
64114;3072AE;12/27/2019
64115;2623XP;12/20/2019
64116;3861TB;12/31/2019
64117;3861TB;1/1/2021
64118;3861TB;12/1/2020
64119;1094HW;12/22/2019
64120;6301XP;12/27/2019
64121;3245VM;12/21/2019
64122; ;12/25/2019
64123;1401TS;12/22/2019
64124;1566HX;12/18/2019
64125;6521KC;12/18/2019
64126; ;12/19/2019
64127; ;12/21/2019
64128;6533LH;12/27/2019
64129;1104MM;12/1/2020
64130;8604DH;12/24/2019
64131;5301TG;12/1/2021
64132;5301TG;12/25/2019
64133;5301TG;12/1/2020
64134; ;12/21/2019
64135;3824AK;12/25/2019
64136;3071ZB;12/31/2019
64137;5654GC;12/24/2019
64138;5654GC;12/1/2021
64139;4011GJ;12/17/2019
64140;1328RE;1/4/2020
64141; ;4/1/2021
64142; ;12/22/2019
64143;7218ND;12/30/2019
64144;3312VG;12/26/2019
64145;3274BP;1/18/2020
64146;3274BP;12/19/2019
64147;9675AW;4/1/2021
64148;9675AW;12/30/2019
64149;8243KH;12/27/2019
64150;8243KH;11/4/2022
64151;4614GL;12/21/2019
64152;4614GL;12/1/2020
64153; ;12/22/2019
64154; ;12/25/2019
64155;9271JG;12/31/2019
64156;3761EC;12/24/2019
64157;7329AG;12/28/2019
64158;1826AW;12/1/2021
64159;1826AW;12/1/2020
64160;1826AW;12/24/2019
64161; ;12/27/2019
64162;6717LT;12/26/2019
64163;4613CL;12/20/2019
64164;9101BH;12/30/2019
64165;3572HE;12/22/2019
64166;5671EB;12/22/2019
64167;5706LW;12/25/2019
64168;5706LW;8/6/2020
64169;9205ED;12/20/2019
64170;4834GE;12/1/2021
64171;5807BA;12/22/2019
64172;6235BZ;12/22/2019
64173;6674AB;12/23/2019
64174;2343JV;12/28/2019
64175;3042MA;12/28/2019
64176; ;12/18/2019
64177;7555AJ;12/23/2019
64178;2717GX;12/25/2019
64179;1231SR;12/31/2019
64180;9403ML;12/22/2019
64181;8023TA;12/1/2021
64182;8023TA;12/26/2019
64183;5421AC;12/31/2019
64184;3062RA;1/3/2020
64185; ;1/3/2020
64186;9401RH;12/21/2019
64187;4337LH;1/3/2020
64188;6716DC;12/1/2021
64189;6716DC;12/30/2019
64190;6716DC;12/18/2022
64191; ;12/31/2019
64192;2542AP;12/18/2019
64193;6824RA;1/1/2020
64194;5683KW;12/19/2019
64195;5709HV;12/23/2019
64196;7971EJ;12/27/2019
64197; ;12/28/2019
64198;9132LN;12/28/2019
64199;5531GP;12/20/2019
64200;2281VE;12/24/2019
64201; ;12/20/2019
64202;3145NB;3/1/2022
64203;3145NB;12/21/2019
64204;2652KJ;3/25/2022
64205;2652KJ;12/23/2019
64206; ;12/24/2019
64207; ;12/25/2019
64208;6708NH;12/25/2019
64209;1223HS;12/19/2019
64210;3312NZ;12/22/2019
64211;7101GW;12/29/2019
64212;2614HZ;12/21/2019
64213;2221MB;12/24/2019
64214;2353JR;12/19/2019
64215;2723TW;12/24/2019
64216;6721RR;12/24/2019
64217;7339HA;12/30/2019
64218;7881CJ;12/25/2019
64219;3953CH;12/19/2019
64220; ;12/20/2019
64221; ;1/4/2020
64222;3956GB;12/25/2019
64223;1325JK;12/24/2019
64224;6049LR;12/17/2019
64225;2563AR;1/1/2020
64226;6561ET;12/22/2019
64227;2513EN;12/19/2019
64228; ;12/22/2019
64229;6013RG;12/26/2019
64230;1811BP;12/29/2019
64231;3543GC;12/29/2019
64232;4791AL;12/19/2019
64233;1314JN;12/24/2019
64234;3741PS;12/23/2019
64235;4816AE;12/21/2019
64236;9404HM;7/2/2020
64237;9404HM;12/22/2019
64238; ;12/18/2019
64239; ;12/24/2019
64240;1087ML;1/2/2020
64241;2271EH;12/22/2019
64242;1098XA;12/22/2019
64243;4706GB;1/4/2020
64244;1363DN;12/1/2021
64245;1363DN;12/22/2022
64246;1363DN;12/24/2019
64247;1363DN;3/1/2022
64248;1363DN;12/1/2020
64249;1363DN;7/1/2021
64250;3881TN;12/19/2019
64251;3881TN;12/1/2020
64252;2162AL;12/26/2019
64253;6099CT;1/4/2020
64254;2024KP;12/24/2019
64255; ;1/2/2020
64256; ;1/1/2021
64257; ;9/18/2020
64258;5321SC;12/25/2019
64259;5321SC;11/4/2022
64260;8754GD;12/23/2019
64261;8754GD;5/17/2022
64262;8754GD;9/3/2022
64263;1141RX;1/3/2020
64264;2201VK;6/16/2022
64265;3814AH;12/27/2019
64266;6961XX;12/20/2019
64267;3531EM;12/23/2019
64268;2596EA;12/18/2019
64269;2151DB;12/24/2019
64270;1507VJ;12/21/2019
64271;1019KH;12/19/2019
64272;1394CP;12/20/2019
64273;7471KV;1/3/2020
64274;7471KV;11/3/2022
64275;7471KV;12/1/2020
64276; ;1/5/2020
64277;7411AA;12/29/2019
64278;7411AA;12/29/2019
64279;1188JG;1/3/2020
64280;2651PN;12/24/2019
64281;4874KS;11/4/2022
64282;1018RK;12/19/2019
64283;1744GD;12/20/2019
64284;3065GG;12/1/2021
64285;3065GG;12/31/2019
64286; ;12/23/2019
64287; ;11/3/2022
64288;2807KL;12/1/2020
64289;2807KL;12/26/2019
64290;1551BJ;12/19/2019
64291;2545DH;12/28/2019
64292;5709BE;1/2/2020
64293;2565WX;1/1/2021
64294;2565WX;12/24/2019
64295;2565WX;9/1/2021
64296;3864EK;12/21/2019
64297;9341BJ;1/3/2020
64298;6708NE;12/21/2019
64299;2908AA;12/20/2019
64300;6717HR;12/31/2019
64301;1785AM;12/29/2019
64302;3511AK;12/17/2019
64303;3511AK;5/1/2021
64304; ;12/26/2019
64305;5146DE;1/1/2020
64306;2011JW;12/27/2019
64307;2461ER;12/19/2019
64308;3861TP;12/22/2019
64309;1019RW;12/18/2019
64310;2587CS;12/21/2019
64311;4822PD;1/5/2020
64312;4822PD;12/1/2020
64313; ;12/31/2019
64314;6712GD;12/25/2019
64315; ;12/30/2019
64316;3771EZ;12/22/2019
64317;9407PD;1/2/2020
64318;9407PD;1/1/2022
64319;6333AV;12/23/2019
64320;3998WN;12/23/2019
64321;7827SB;12/18/2019
64322; ;12/31/2019
64323;2806AD;12/25/2019
64324;6642EG;10/22/2022
64325;6642EG;1/5/2020
64326;3204AV;1/1/2020
64327;3204AV;7/2/2022
64328;3204AV;7/2/2021
64329;1403JN;12/20/2019
64330;1111AS;1/12/2020
64331;1111AS;1/5/2020
64332;1111AS;7/1/2020
64333;5411NT;12/18/2019
64334;1012GR;12/22/2019
64335;1012GR;12/1/2020
64336; ;12/25/2019
64337;6105CA;12/17/2019
64338;6026VJ;12/17/2019
64339;2408SL;12/28/2019
64340;8281GT;12/24/2019
64341;2573XG;12/25/2019
64342; ;12/26/2019
64343; ;12/21/2019
64344;3067VC;12/18/2019
64345; ;12/29/2019
64346; ;12/1/2021
64347; ;12/16/2022
64348;1443BR;12/21/2019
64349;8011TM;12/18/2019
64350;5691CD;12/18/2019
64351;1423RA;12/22/2019
64352;6663BX;12/30/2019
64353;2993HR;12/25/2019
64355;2993HR;12/1/2020
64356;7933RL;12/31/2019
64357;2225CT;12/1/2021
64358;2225CT;12/20/2019
64359;2651ZH;12/20/2019
64360;3851EA;12/22/2019
64361; ;12/22/2019
64362; ;12/23/2019
64363;6634AN;12/31/2019
64364;1777ND;12/22/2019
64365;1722EK;1/4/2020
64366;3523PM;1/3/2020
64367;1326AJ;12/25/2019
64368;2597AM;12/30/2019
64369;5612NB;12/22/2019
64370;5612NB;11/9/2022
64371;3181GK;11/3/2022
64372;3818KE;12/20/2019
64373;9405JE;12/18/2019
64374; ;12/20/2019
64375; ;12/23/2019
64376;3355CN;12/21/2019
64377; ;12/21/2019
64378; ;9/10/2020
64379;2911EP;3/7/2022
64380;2911EP;12/1/2021
64381;3532HP;12/19/2019
64382;3532HP;5/6/2020
64383;3541AL;12/20/2019
64384; ;6/15/2022
64385;5683EH;12/23/2019
64386;1445RW;12/31/2019
64387;6951CG;12/26/2019
64388;5911HL;12/31/2019
64389;2517BE;12/21/2019
64390;8011NW;12/1/2020
64391;8011NW;12/23/2019
64392;3903WL;12/21/2019
64393;2284XB;12/18/2019
64394;3526VD;12/20/2019
64395;2203JV;12/27/2019
64396;2871RL;12/22/2019
64397;3583RV;12/25/2019
64398;3583RV;5/1/2021
64399;5845EE;12/22/2019
64400;3818JB;12/21/2019
64401;5402LR;12/22/2019
64402;6533AW;12/24/2019
64403;7437DR;12/23/2019
64404;6541ZE;12/23/2019
64405;3608AN;1/5/2020
64406;2012KJ;12/22/2019
64407;4481AT;12/1/2020
64408;4481AT;12/21/2019
64409;1967NP;12/24/2019
64410;2041PL;12/25/2019
64411;3532CX;12/20/2019
64412;3532CX;12/1/2020
64413;3532CX;12/1/2021
64414;2202ER;12/1/2020
64415;2202ER;12/20/2019
64416;2202ER;9/22/2022
64417;2202ER;3/6/2020
64418;2202ER;11/7/2020
64419;2202ER;12/25/2022
64420;3601GP;1/4/2020
64421;3741GA;12/17/2019
64422;2251RR;12/22/2019
64423;9697PV;12/30/2019
64424;4207WL;12/22/2019
64425;9104BX;10/2/2022
64426;1448ME;12/18/2019
64427;9401GR;12/22/2019
64428;9291PR;7/1/2021
64429;9291PR;5/1/2022
64430;3961HM;12/21/2019
64431;6439AJ;12/23/2019
64432;6439AJ;11/1/2020
64433;3437CX;12/21/2019
64434;6265AP;12/26/2019
64435;6265AP;4/1/2021
64436;6265AP;12/1/2021
64437;6265AP;8/18/2022
64438;6265AP;12/25/2022
64439;6833EE;12/20/2019
64440;3332TB;12/26/2019
64441;4823LH;12/26/2019
64442;5043AA;12/22/2019
64443;1094RR;12/30/2019
64444; ;12/28/2019
64445;3067KE;6/24/2020
64446;3067KE;1/2/2020
64447;1359JB;12/24/2019
64448;9753GS;12/20/2019
64449;7201AR;12/21/2019
64450;2597JP;12/28/2019
64451;1061TJ;12/20/2019
64452;3515GN;12/1/2021
64453;3515GN;12/21/2019
64454;3515GN;12/21/2019
64455;1071XD;12/23/2019
64456;3136LG;12/25/2019
64457; ;12/23/2019
64458;5915JS;1/5/2020
64459;8012BM;12/20/2019
