PLEDGE_ID;ACQUISITIONDATE;PC6
67768;2/15/2021;1183AN
67769;2/15/2021;1055RZ
67770;2/15/2021;3071KS
67771;2/15/2021;1055RZ
67772;2/15/2021;1055RZ
67773;2/15/2021;1055RZ
67774;6/9/2021;1079DN
67775;2/16/2021;1095ME
67776;2/15/2021;1079XB
67777;2/15/2021;1055RZ
67778;2/15/2021;1055RZ
67779;2/15/2021;1055RZ
67780;2/15/2021;1055RZ
67781;2/16/2021;1055RD
67782;2/15/2021;1079XA
67783;2/16/2021;1311PH
67784;2/15/2021;1079XB
67785;2/15/2021;1096GG
67786;2/16/2021;1311PD
67787;2/16/2021;1311RP
67788;2/15/2021;1096GG
67789;2/15/2021;1096GG
67790;2/17/2021;1183AN
67791;2/16/2021;1311PH
67792;2/15/2021;1096GM
67793;2/16/2021;1311HH
67794;2/15/2021;1096GG
67795;2/15/2021;1079XB
67796;2/16/2021;1311SH
67797;2/15/2021;1079BV
67798;2/15/2021;3826KT
67799;2/16/2021;1311PA
67800;2/16/2021;1311PH
67801;2/16/2021;1311RV
67802;2/15/2021;1096GG
67803;2/16/2021;1183AR
67804;2/15/2021;1096GG
67805;2/16/2021;1181PG
67806;2/16/2021;1112XJ
67807;2/16/2021;1311RV
67808;2/16/2021;1183AD
67809;2/16/2021;1183AE
67810;2/16/2021;1183AE
67811;2/16/2021;1082RM
67812;2/16/2021;1132JG
67813;2/16/2021;1183AR
67814;2/16/2021;1181SN
67815;2/16/2021;1183AG
67816;2/16/2021;1183AE
67817;2/17/2021;1019PA
67818;2/15/2021;1112WT
67819;2/16/2021;1183AE
67820;2/16/2021;1181PE
67821;2/16/2021;1183AG
67822;2/16/2021;1183AR
67823;2/16/2021;1082RP
67824;2/16/2021;7731MZ
67825;2/16/2021;1181RL
67826;2/16/2021;1183AE
67827;2/16/2021;1112XJ
67828;2/17/2021;1052VA
67829;2/16/2021;1112XJ
67830;2/16/2021;1055RD
67831;2/16/2021;1055RD
67832;2/16/2021;1055RD
67833;2/17/2021;1019SE
67834;2/16/2021;1112XJ
67835;2/18/2021;1097JN
67836;2/16/2021;1095MP
67837;2/16/2021;1112XJ
67838;2/16/2021;1095MN
67839;2/16/2021;1082RM
67840;2/16/2021;1095MA
67841;2/16/2021;1055RD
67842;2/16/2021;1095MP
67843;2/16/2021;1055RD
67844;2/16/2021;1112XJ
67845;2/17/2021;1251XW
67846;2/16/2021;1112XJ
67847;2/16/2021;1112XJ
67848;2/16/2021;1171ZW
67849;2/16/2021;1055RD
67850;2/17/2021;1013XH
67851;2/16/2021;1095MP
67852;2/16/2021;1095MN
67853;2/17/2021;1052VH
67854;2/16/2021;1113LP
67855;2/16/2021;1112XJ
67856;2/16/2021;1112XJ
67857;2/17/2021;2051HD
67858;2/17/2021;1183AN
67859;2/16/2021;1051CP
67860;2/17/2021;1183AN
67861;2/16/2021;1112XJ
67862;2/16/2021;1112XJ
67863;2/17/2021;1051KE
67864;2/17/2021;1092JS
67865;2/17/2021;2051HH
67866;2/17/2021;1097CL
67867;2/16/2021;1113KC
67868;2/17/2021;1052VG
67869;2/16/2021;1112XJ
67870;2/17/2021;1051RE
67871;2/17/2021;1183AN
67872;2/17/2021;1183AK
67873;2/18/2021;1079GS
67874;2/18/2021;2131EB
67875;5/19/2021;2131EB
67876;2/19/2021;1112XC
67877;2/17/2021;1098CP
67878;2/17/2021;1014ZJ
67879;2/19/2021;1023TC
67880;2/17/2021;1112WR
67881;2/17/2021;1019RL
67882;2/18/2021;1077AN
67883;2/17/2021;1111RR
67884;2/17/2021;1019SC
67885;2/17/2021;1019SK
67886;2/17/2021;1111RH
67887;2/17/2021;1094NK
67888;2/19/2021;1441XZ
67889;2/17/2021;1094SM
67890;2/17/2021;1019SC
67891;2/17/2021;1094GB
67892;2/18/2021;2131EC
67893;2/17/2021;1094GB
67894;2/17/2021;1094SM
67895;2/17/2021;1019SG
67896;2/16/2021;1113LB
67897;2/17/2021;1019SH
67898;2/17/2021;2051EL
67899;2/18/2021;1016AD
67900;2/17/2021;1019SE
67901;2/17/2021;2051ER
67902;2/18/2021;1095MB
67903;2/19/2021;1013GR
67904;2/18/2021;1095MD
67905;2/18/2021;1034EW
67906;2/20/2021;2573ZB
67907;2/17/2021;2051GB
67908;2/19/2021;2134AZ
67909;2/18/2021;1034EV
67910;2/18/2021;1016CD
67911;2/17/2021;1014ZL
67912;2/18/2021;1095MA
67913;2/18/2021;1021JD
67914;2/18/2021;1016AE
67915;2/17/2021;2051GK
67916;2/17/2021;2051HZ
67917;2/19/2021;1112XJ
67918;2/18/2021;1034EW
67919;2/18/2021;1021CE
67920;2/18/2021;2131EH
67921;2/17/2021;1019RL
67922;2/18/2021;1079DZ
67923;2/19/2021;1074BS
67924;2/19/2021;1441WR
67925;2/19/2021;1112XC
67926;2/18/2021;2131EM
67927;2/18/2021;1079NR
67928;2/18/2021;2131ED
67929;2/18/2021;1034ES
67930;2/20/2021;1062EC
67931;2/18/2021;1096CJ
67932;2/18/2021;1095MB
67933;2/18/2021;1096CJ
67934;2/19/2021;1443VP
67935;2/18/2021;2131EG
67936;2/18/2021;1096GG
67937;2/18/2021;2131EG
67938;2/18/2021;1096GG
67939;2/19/2021;2134AT
67940;2/20/2021;1359HV
67941;2/17/2021;2051ET
67942;2/18/2021;1096GG
67943;2/18/2021;1034EV
67944;2/19/2021;1112XJ
67945;2/18/2021;1096GG
67946;2/18/2021;2131VD
67947;2/19/2021;1441XG
67948;2/20/2021;1098GS
67949;2/19/2021;1074BN
67950;2/19/2021;1112XJ
67951;2/19/2021;1076RB
67952;2/18/2021;2131ED
67953;2/18/2021;2131VC
67954;2/20/2021;1034CR
67955;2/19/2021;1073VE
67956;2/19/2021;1024JZ
67957;2/19/2021;7204GS
67958;2/19/2021;1074CS
67959;2/19/2021;1075ER
67960;2/19/2021;2134LX
67961;2/19/2021;1068GL
67962;2/18/2021;1096CJ
67963;2/19/2021;1112XJ
67964;2/19/2021;1507VL
67965;2/19/2021;1112XJ
67966;2/20/2021;1054HZ
67967;2/20/2021;1055WN
67968;2/20/2021;1112XC
67969;2/19/2021;1024LJ
67970;2/18/2021;1391TZ
67971;2/20/2021;1359HB
67972;2/19/2021;1112XJ
67973;2/19/2021;1112XJ
67974;2/19/2021;1053HL
67975;2/19/2021;2134LR
67976;2/19/2021;1112XC
67977;2/19/2021;1112XJ
67978;2/19/2021;2134AT
67979;2/20/2021;1097PL
67980;2/19/2021;1112XJ
67981;2/19/2021;1112XJ
67982;2/19/2021;1435KC
67983;2/19/2021;2134LT
67984;2/19/2021;1456DB
67985;2/19/2021;2134AG
67986;2/19/2021;2134LR
67987;2/19/2021;2134LZ
67988;2/19/2021;1507VK
67989;2/19/2021;2134LV
67990;2/19/2021;1073VE
67991;2/19/2021;2134LZ
67992;2/20/2021;1361CN
67993;2/19/2021;1441XC
67994;2/19/2021;1441XT
67995;2/19/2021;1507EG
67996;2/20/2021;1181RL
67997;2/19/2021;1443VH
67998;2/19/2021;1443VH
67999;2/19/2021;1443VT
68000;2/19/2021;1443VN
68001;2/19/2021;1441XB
68002;2/19/2021;1443VP
68003;2/19/2021;2134AT
68004;2/19/2021;1441XJ
68005;2/19/2021;1443VR
68006;2/19/2021;1441XN
68007;2/19/2021;1443VV
68008;2/19/2021;1507VK
68009;2/19/2021;1443VG
68010;2/19/2021;1112XJ
68011;2/20/2021;1062EC
68012;2/19/2021;2134AV
68013;2/20/2021;1011RN
68014;2/20/2021;1112XC
68015;2/20/2021;1359HB
68016;2/19/2021;1507VK
68017;2/20/2021;1062EG
68018;2/20/2021;1359KP
68019;2/20/2021;1034BM
68020;2/20/2021;1034BM
68021;2/20/2021;1068VW
68022;2/20/2021;1359HE
68023;2/20/2021;1062EE
68024;2/20/2021;1097CS
68025;2/20/2021;1432MC
68026;2/20/2021;1015AM
68027;2/20/2021;1359HE
68028;2/20/2021;1359HA
68029;2/19/2021;1507TG
68030;2/20/2021;1034CR
68031;2/19/2021;1441WN
68032;2/20/2021;1062EE
68033;2/20/2021;1062EG
68034;2/20/2021;1014ZJ
68035;2/20/2021;1096BA
68036;2/20/2021;1097PZ
68037;2/20/2021;1034CR
68038;2/20/2021;1062GA
68039;2/20/2021;1097PT
68040;2/19/2021;1441WL
68041;2/20/2021;1097HZ
68042;2/20/2021;1011MK
68043;2/20/2021;1359KJ
68044;2/20/2021;1097NS
68045;2/20/2021;1097PP
68046;2/20/2021;1097NZ
68047;2/20/2021;1011SB
68048;2/20/2021;1019TB
68049;2/20/2021;1097HS
68050;2/20/2021;1019TB
68051;2/20/2021;1097CP
68052;2/20/2021;1011VM
68053;2/20/2021;1097RE
68054;2/20/2021;1018AD
68055;2/20/2021;1019NJ
68056;2/20/2021;1011RE
68057;2/20/2021;1093KP
68058;2/20/2021;1091JN
68059;2/20/2021;1017VZ
68060;2/20/2021;1011PL
68061;2/20/2021;1112XC
68062;2/20/2021;1018BN
68063;2/20/2021;1093KP
68064;2/20/2021;1011PL
68065;2/20/2021;1011RP
68066;2/20/2021;1011VS
68067;2/20/2021;1018AX
68068;2/20/2021;1054HR
68069;2/20/2021;1112XC
68070;2/20/2021;1056CH
68071;2/20/2021;1011RE
68072;2/20/2021;1112XC
68073;2/20/2021;1011ML
68074;2/20/2021;1112XC
68075;2/20/2021;1011MK
68076;2/20/2021;1054HR
68077;2/20/2021;1112XC
68078;2/20/2021;1112XC
68079;2/20/2021;1054DL
68080;2/20/2021;1062EG
68081;2/20/2021;1112XC
68082;2/20/2021;1112XC
68083;2/20/2021;1112XC
68084;2/20/2021;1112XC
68085;2/20/2021;1018BM
68086;2/20/2021;1112XC
68087;2/20/2021;1011SK
68088;2/20/2021;1112XC
68089;2/20/2021;1112XC
68090;2/12/2021;1943JP
68091;2/17/2021;3291AE
68092;2/20/2021;1072GW
68093;2/17/2021;5688EH
68094;2/11/2021;1506LA
68095;2/16/2021;6601RT
68096;2/5/2021;9421RN
68097;2/5/2021;9422AK
68098;2/20/2021;1613CC
68099;2/20/2021;8302KN
68100;2/20/2021;8302MR
68101;2/19/2021;1689HP
68102;2/20/2021;1613CP
68103;2/19/2021;1718AG
68104;2/19/2021;1689HN
68105;2/20/2021;1613CP
68106;2/20/2021;1613GV
68107;2/20/2021;1613AN
68108;2/19/2021;6713PK
68109;2/19/2021;6862WB
68110;2/19/2021;8374KK
68111;2/20/2021;1671PC
68112;2/20/2021;1611GR
68113;2/20/2021;8304GZ
68114;2/20/2021;1613CC
68115;2/22/2021;9402HE
68116;2/22/2021;9406VP
68117;2/20/2021;1613CC
68118;2/23/2021;1784XL
68119;2/23/2021;3525TE
68120;2/22/2021;6891EE
68121;2/22/2021;9406VC
68122;2/20/2021;8302JN
68123;2/22/2021;6891EK
68124;2/22/2021;6866NH
68125;2/20/2021;8302JM
68126;2/23/2021;1784XW
68127;2/22/2021;9402GS
68128;2/20/2021;8302JB
68129;2/23/2021;2402MS
68130;2/23/2021;1705RC
68131;2/23/2021;1704VV
68132;2/23/2021;1784XW
68133;2/23/2021;2402BG
68134;2/22/2021;9406TN
68135;2/23/2021;3812BW
68136;2/23/2021;3581EC
68137;2/23/2021;2402BK
68138;2/23/2021;1705RD
68139;2/23/2021;1781XP
68140;2/23/2021;2133GX
68141;2/23/2021;3297XB
68142;2/23/2021;3812ER
68143;2/23/2021;1623LW
68144;2/19/2021;1689GX
68145;2/23/2021;2402BJ
68146;2/23/2021;1704VJ
68147;2/23/2021;1623LT
68148;2/23/2021;4456AP
68149;2/23/2021;2402MD
68150;2/23/2021;3812EM
68151;2/23/2021;3812DE
68152;2/23/2021;1781XP
68153;2/23/2021;3813CA
68154;2/23/2021;2402VP
68155;2/19/2021;8374KJ
68156;2/24/2021;1218AZ
68157;2/23/2021;3297VG
68158;2/24/2021;4205KV
68159;2/23/2021;4456AB
68160;2/24/2021;2037PC
68161;2/24/2021;2037VK
68162;2/23/2021;3813DT
68163;2/23/2021;7339JA
68164;2/23/2021;7339LK
68165;2/23/2021;7339KT
68166;2/23/2021;3813CM
68167;2/23/2021;7339JE
68168;2/24/2021;1218AX
68169;2/23/2021;7339KH
68170;2/22/2021;6891ED
68171;2/24/2021;4311GC
68172;2/24/2021;4208AK
68173;2/24/2021;1218AS
68174;2/24/2021;1112EL
68175;2/23/2021;3813BP
68176;2/24/2021;4311GZ
68177;2/24/2021;2034KJ
68178;2/24/2021;2034BS
68179;2/24/2021;1782BK
68180;2/24/2021;4208AD
68181;2/24/2021;1187VX
68182;2/24/2021;2037GR
68183;2/24/2021;4311BN
68184;2/24/2021;1112EL
68185;2/23/2021;7339LB
68186;2/24/2021;1411SM
68187;2/25/2021;1764AS
68188;2/25/2021;1035PM
68189;2/24/2021;4694BG
68190;2/24/2021;1411SJ
68191;2/23/2021;3812ER
68192;2/24/2021;4311BR
68193;2/24/2021;1188AP
68194;2/24/2021;4208AM
68195;2/24/2021;4208AM
68196;2/24/2021;6871WG
68197;2/24/2021;1782HH
68198;2/24/2021;1188BW
68199;2/24/2021;1411SJ
68200;2/24/2021;1411SJ
68201;2/25/2021;3248AB
68202;2/25/2021;2014TG
68203;2/25/2021;1761AG
68204;2/24/2021;4311CS
68205;2/25/2021;3248AS
68206;2/24/2021;1218GW
68207;2/25/2021;2014JL
68208;2/25/2021;2014JL
68209;2/25/2021;5101ZL
68210;2/25/2021;1784XH
68211;2/25/2021;1764AS
68212;2/25/2021;3845JR
68213;2/24/2021;4694EJ
68214;2/25/2021;1035HX
68215;2/25/2021;3845AW
68216;2/25/2021;8064HV
68217;2/23/2021;1625MB
68218;2/25/2021;3248BK
68219;2/25/2021;5101ZJ
68220;2/25/2021;3845GD
68221;2/25/2021;8064HN
68222;2/25/2021;1761EA
68223;2/25/2021;1035HJ
68224;2/25/2021;3248AG
68225;2/25/2021;3248BP
68226;2/25/2021;3248BB
68227;2/25/2021;1761AD
68228;2/25/2021;1784BV
68229;2/24/2021;6871WJ
68230;2/25/2021;3562LL
68231;2/25/2021;1761EB
68232;2/24/2021;2037LZ
68233;2/25/2021;1035HJ
68234;2/25/2021;1509BP
68235;7/9/2021;1509BP
68236;2/25/2021;3562LJ
68237;2/25/2021;3248AT
68238;2/25/2021;8064ET
68239;2/25/2021;1821BJ
68240;2/25/2021;2014KL
68241;2/25/2021;1035RJ
68242;2/25/2021;3894EG
68243;2/25/2021;3894GL
68244;2/25/2021;2014HS
68245;2/25/2021;5101TH
68246;2/26/2021;4337BV
68247;2/25/2021;3845AP
68248;2/25/2021;1509ZS
68249;2/26/2021;1771GP
68250;2/25/2021;6836MJ
68251;2/26/2021;1716VR
68252;2/25/2021;3894GM
68253;2/25/2021;1035RJ
68254;2/25/2021;1035RG
68255;2/25/2021;5101TH
68256;2/25/2021;3562LJ
68257;2/25/2021;3562LL
68258;2/25/2021;8064ED
68259;2/25/2021;3248BB
68260;2/26/2021;3256AR
68261;2/26/2021;3256AC
68262;2/26/2021;1716DK
68263;2/26/2021;1487MC
68264;2/26/2021;1774AL
68265;2/26/2021;1683NK
68266;2/26/2021;1951GB
68267;2/26/2021;3256AS
68268;2/26/2021;4337BZ
68269;2/25/2021;1821CE
68270;2/27/2021;1719AV
68271;2/26/2021;1774AM
68272;2/26/2021;1461DL
68273;2/26/2021;3256AZ
68274;2/26/2021;3962EZ
68275;2/26/2021;1865AE
68276;2/26/2021;1951BV
68277;2/26/2021;1521NW
68278;2/27/2021;4464AM
68279;2/26/2021;5704LP
68280;2/26/2021;1951BK
68281;2/19/2021;1702VP
68282;2/26/2021;5704LR
68283;2/25/2021;6836MB
68284;9/24/2022;6836MB
68285;2/26/2021;1865AP
68286;2/25/2021;1784VD
68287;2/26/2021;1521NX
68288;2/26/2021;3962HG
68289;2/26/2021;1706AT
68290;2/19/2021;2154MS
68291;2/26/2021;1035PX
68292;2/26/2021;4337AL
68293;2/26/2021;4337AA
68294;2/27/2021;1662BC
68295;2/19/2021;3442EB
68296;1/12/2022;3442EB
68297;2/27/2021;3401LA
68298;2/26/2021;1865BA
68299;2/27/2021;5913HC
68300;2/27/2021;6845HW
68301;2/27/2021;9402SM
68302;2/26/2021;1771ED
68303;2/25/2021;8064DA
68304;2/27/2021;5913GM
68305;2/27/2021;3992RC
68306;2/20/2021;3891DP
68307;2/20/2021;3892XP
68308;2/27/2021;4464JK
68309;2/27/2021;4464AT
68310;2/27/2021;2342CK
68311;2/26/2021;3544BS
68312;2/20/2021;2036HP
68313;2/20/2021;1781BT
68314;2/26/2021;5704MR
68315;2/19/2021;3605EP
68316;2/20/2021;2036AD
68317;2/19/2021;2154MS
68318;2/19/2021;1441HV
68319;2/19/2021;1862JK
68320;2/19/2021;3605HN
68321;2/19/2021;3607GS
68322;2/26/2021;1865BA
68323;2/22/2021;1722ZV
68324;2/20/2021;4105VL
68325;2/22/2021;1704TD
68326;2/19/2021;5056SP
68327;2/20/2021;3607HK
68328;2/20/2021;3271AM
68329;2/20/2021;3271AE
68330;2/22/2021;1704TC
68331;2/27/2021;3454HE
68332;2/20/2021;3271TE
68333;2/27/2021;1719AT
68334;2/20/2021;2036GP
68335;2/20/2021;3894GM
68336;2/20/2021;3271AG
68337;2/20/2021;2036GA
68338;2/20/2021;3893DJ
68339;2/20/2021;3271AK
68340;2/26/2021;5704NZ
68341;2/20/2021;3271AN
68342;2/20/2021;4105VK
68343;2/20/2021;3893EB
68344;2/22/2021;4827MC
68345;2/20/2021;3892CD
68346;2/20/2021;2036GJ
68347;2/20/2021;3271AM
68348;2/25/2021;3248AL
68349;2/22/2021;4043GD
68350;2/22/2021;1722EH
68351;2/22/2021;9402HD
68352;2/22/2021;1973VM
68353;2/26/2021;1865BK
68354;2/19/2021;1862JG
68355;2/22/2021;1704TD
68356;2/22/2021;9402HB
68357;2/22/2021;6891EG
68358;2/22/2021;1704TE
68359;2/20/2021;1613AL
68360;2/19/2021;6862WZ
68361;2/24/2021;4311BK
68362;2/22/2021;1704TB
68363;2/20/2021;8304GZ
68364;2/22/2021;4043GC
68365;2/22/2021;3705LD
68366;2/22/2021;1704TJ
68367;2/27/2021;9402TL
68368;2/22/2021;1722VE
68369;2/23/2021;1625VD
68370;2/20/2021;1613BT
68371;2/23/2021;3813CM
68372;2/27/2021;1657EE
68373;2/24/2021;1112HT
68374;2/25/2021;3894EE
68375;2/23/2021;5941CH
68376;2/23/2021;2135CG
68377;2/20/2021;4105RJ
68378;2/23/2021;3571ZA
68379;2/22/2021;1722WC
68380;2/23/2021;3813CG
68381;2/24/2021;2037LZ
68382;2/23/2021;7339JA
68383;2/25/2021;5101XH
68384;2/19/2021;6862ZD
68385;2/24/2021;1411TM
68386;2/20/2021;3271TD
68387;2/24/2021;1411TK
68388;2/24/2021;6871JJ
68389;2/19/2021;1862VA
68390;2/25/2021;5101VS
68391;2/23/2021;1705JL
68392;2/24/2021;4208AJ
68393;2/25/2021;3894GJ
68394;2/25/2021;3894GG
68395;2/24/2021;4208AK
68396;2/25/2021;3248AD
68397;8/3/2021;3248AD
68398;2/22/2021;1704VH
68399;2/25/2021;1764HK
68400;2/23/2021;2402VR
68401;2/25/2021;5101VN
68402;2/25/2021;5101TH
68403;2/25/2021;3562LL
68404;2/25/2021;3248BE
68405;2/19/2021;1619XA
68406;2/22/2021;3925TL
68407;2/25/2021;8064HJ
68408;2/25/2021;3845DZ
68409;2/25/2021;3894EE
68410;2/25/2021;1035RG
68411;2/25/2021;3248BG
68412;2/25/2021;2014KN
68413;2/25/2021;2034AX
68414;2/20/2021;2036EA
68415;2/25/2021;8064DA
68416;2/25/2021;3248AE
68417;2/25/2021;1784XC
68418;2/20/2021;3892HT
68419;2/23/2021;1625NK
68420;2/19/2021;1834CA
68421;2/25/2021;2014JM
68422;2/19/2021;1551EK
68423;2/25/2021;5101XG
68424;2/20/2021;8302KP
68425;2/24/2021;4564CL
68426;2/19/2021;3442GC
68427;2/19/2021;3927AA
68428;2/20/2021;3891CA
68429;2/19/2021;1862HL
68430;2/19/2021;5056BG
68431;2/19/2021;1507AR
68432;2/25/2021;3845AV
68433;2/25/2021;8064CR
68434;2/19/2021;1654KB
68435;2/20/2021;4105TR
68436;2/20/2021;4105WL
68437;2/25/2021;5101XE
68438;2/20/2021;4105VC
68439;2/20/2021;2036CP
68440;2/20/2021;1781KN
68441;2/19/2021;1655KK
68442;2/25/2021;8064HM
68443;2/24/2021;3812EM
68444;2/22/2021;4043LR
68445;2/25/2021;3523VL
68446;2/24/2021;5255AB
68447;2/22/2021;3925TJ
68448;2/24/2021;2631LB
68449;2/25/2021;1784BT
68450;2/20/2021;3893EG
68451;2/23/2021;3231BH
68452;2/19/2021;3255VG
68453;2/24/2021;4311GM
68454;2/22/2021;1704TJ
68455;2/22/2021;8181GZ
68456;2/19/2021;1551ED
68457;2/20/2021;1611GD
68458;2/22/2021;4827MC
68459;2/25/2021;5142HR
68460;2/20/2021;3891CV
68461;2/24/2021;3082WC
68462;2/25/2021;3894GM
68463;2/24/2021;3723GR
68464;2/24/2021;4576AL
68465;2/22/2021;4041XG
68466;2/22/2021;8271TK
68467;2/22/2021;6851MX
68468;2/23/2021;7944BH
68469;2/22/2021;2461DX
68470;2/20/2021;3271TN
68471;2/22/2021;6851AV
68472;2/19/2021;1566AM
68473;2/23/2021;7423DN
68474;2/24/2021;5236PP
68475;2/27/2021;8051BB
68476;2/23/2021;3027CL
68477;2/23/2021;6825EC
68478;2/24/2021;4691LB
68479;2/19/2021;3244BC
68480;2/22/2021;8181GL
68481;2/23/2021;3027HP
68482;2/25/2021;3845JR
68483;2/24/2021;2803RK
68484;2/23/2021;7203DG
68485;2/26/2021;5913VA
68486;2/24/2021;7461VN
68487;2/27/2021;2904VG
68488;2/27/2021;3769DH
68489;2/27/2021;2904VM
68490;2/23/2021;7522KB
68491;2/23/2021;7422RE
68492;2/25/2021;4941GZ
68493;2/25/2021;1035HK
68494;2/22/2021;3131CH
68495;2/23/2021;7437BV
68496;2/24/2021;3844ZH
68497;2/23/2021;2493XR
68498;2/22/2021;3404VE
68499;2/24/2021;3083KT
68500;2/24/2021;3082JS
68501;2/23/2021;7007DD
68502;2/23/2021;5661AV
68503;2/22/2021;8044TM
68504;2/25/2021;5101TV
68505;2/26/2021;3708ZZ
68506;2/26/2021;7261JJ
68507;2/27/2021;8077TA
68508;2/25/2021;3583SH
68509;2/24/2021;3812WT
68510;2/23/2021;7944EA
68511;2/24/2021;4611RX
68512;2/25/2021;5101TZ
68513;2/24/2021;8022PD
68514;2/26/2021;5913TT
68515;2/24/2021;5351BE
68516;2/26/2021;3142BM
68517;2/24/2021;4611DP
68518;2/25/2021;3972EP
68519;2/24/2021;5236SM
68520;2/24/2021;5255PC
68521;2/23/2021;6904PP
68522;2/24/2021;1018DH
68523;2/25/2021;3768XS
68524;2/23/2021;3238XK
68525;2/22/2021;3404AM
68526;2/23/2021;3823JE
68527;2/23/2021;5431GE
68528;2/26/2021;3708XG
68529;2/22/2021;5401AP
68530;2/20/2021;2036BA
68531;2/24/2021;5931TG
68532;2/22/2021;4421KB
68533;2/25/2021;3769BG
68534;2/27/2021;7392AH
68535;2/22/2021;3848DW
68536;2/24/2021;3812HN
68537;2/22/2021;3131KA
68538;2/24/2021;5348AP
68539;2/22/2021;5061HW
68540;2/23/2021;3027AM
68541;2/23/2021;7414BA
68542;2/26/2021;3021CA
68543;2/26/2021;5913AN
68544;2/24/2021;5275HE
68545;2/23/2021;7203DL
68546;2/23/2021;6881ND
68547;2/22/2021;5061EB
68548;2/27/2021;3355PD
68549;2/22/2021;5061EH
68550;2/25/2021;5271XA
68551;2/26/2021;3144DM
68552;2/25/2021;5271XM
68553;2/26/2021;4461RD
68554;2/26/2021;3144DM
68555;2/27/2021;7391LB
68556;2/24/2021;3844ZS
68557;2/24/2021;5236SM
68558;2/23/2021;7203GT
68559;2/25/2021;3086PM
68560;2/26/2021;5913EW
68561;2/27/2021;7392BC
68562;2/26/2021;3708XG
68563;2/24/2021;5237SM
68564;2/22/2021;5406NG
68565;2/26/2021;1402NZ
68566;2/25/2021;6605ZB
68567;2/26/2021;7543BS
68568;2/22/2021;2951AW
68569;2/23/2021;3232EP
68570;2/22/2021;5663HJ
68571;2/22/2021;6851MZ
68572;2/24/2021;3708HS
68573;2/25/2021;3769BM
68574;2/24/2021;4611DB
68575;2/23/2021;3209AG
68576;2/22/2021;5161EJ
68577;2/27/2021;7392AV
68578;2/24/2021;3732GM
68579;2/23/2021;7203GD
68580;2/23/2021;7414HP
68581;2/26/2021;7261JK
68582;2/23/2021;5431DJ
68583;2/22/2021;3433BE
68584;2/24/2021;3523CL
68585;2/25/2021;3984AW
68586;2/23/2021;3705TG
68587;2/25/2021;3766HW
68588;2/24/2021;3723GV
68589;2/25/2021;6605XX
68590;2/26/2021;6709TE
68591;2/23/2021;7414HW
68592;2/24/2021;3723AW
68593;2/24/2021;7462AD
68594;2/23/2021;3027CM
68595;2/24/2021;3082PT
68596;2/25/2021;5236VH
68597;2/27/2021;7392AH
68598;2/27/2021;7392AL
68599;2/22/2021;5061GR
68600;2/24/2021;4611DC
68601;2/26/2021;5051XH
68602;2/23/2021;3027AH
68603;2/24/2021;4614CJ
68604;2/26/2021;3722XM
68605;2/26/2021;5913BK
68606;2/23/2021;7203DH
68607;2/27/2021;2652KS
68608;2/23/2021;3232EK
68609;2/26/2021;6097CP
68610;2/23/2021;5431GT
68611;2/27/2021;5038HD
68612;2/23/2021;1433WB
68613;2/23/2021;4581DE
68614;2/26/2021;5051XG
68615;2/24/2021;4614CA
68616;2/24/2021;3523XZ
68617;2/24/2021;5831CT
68618;2/25/2021;5271ZL
68619;2/23/2021;4543AT
68620;8/24/2022;4543AT
68621;2/25/2021;3312WC
68622;2/24/2021;4576DE
68623;2/24/2021;8022PE
68624;2/26/2021;3708ZS
68625;2/24/2021;5831CT
68626;2/25/2021;3769CJ
68627;2/23/2021;7007DG
68628;2/27/2021;7392AM
68629;2/27/2021;4251EE
68630;2/22/2021;5554JK
68631;2/24/2021;4564CT
68632;2/23/2021;6546PE
68633;2/25/2021;5271ZC
68634;2/24/2021;4564BH
68635;2/27/2021;8051AZ
68636;2/23/2021;4543CE
68637;2/24/2021;8022NP
68638;2/25/2021;3766HW
68639;2/22/2021;8023XG
68640;2/23/2021;7437XE
68641;2/26/2021;3621TV
68642;2/22/2021;8023XG
68643;2/23/2021;7007DG
68644;2/26/2021;6717ZS
68645;2/24/2021;5831CX
68646;2/26/2021;3038PN
68647;2/22/2021;3991GP
68648;2/22/2021;1021TR
68649;2/22/2021;3845GG
68650;2/23/2021;5801XD
68651;2/26/2021;3708XG
68652;2/24/2021;5831CV
68653;2/23/2021;5431TS
68654;2/23/2021;7437DJ
68655;2/23/2021;7414BA
68656;2/24/2021;3812WT
68657;2/27/2021;5491GD
68658;2/24/2021;4611TH
68659;2/22/2021;3991GC
68660;2/22/2021;5374GX
68661;2/22/2021;3404AT
68662;2/23/2021;2133BL
68663;3/31/2022;5061EX
68664;2/23/2021;3231BT
68665;2/22/2021;3991XK
68666;2/23/2021;3712XD
68667;2/22/2021;3404VA
68668;2/26/2021;3708ZS
68669;2/22/2021;8011NP
68670;12/10/2021;8011NP
68671;2/27/2021;7468JS
68672;2/23/2021;3232ED
68673;2/23/2021;3712XG
68674;2/23/2021;6544PV
68675;2/23/2021;4543BA
68676;2/25/2021;3312WD
68677;2/23/2021;6883HL
68678;2/26/2021;7543WT
68679;2/24/2021;3812DN
68680;2/25/2021;5142HR
68681;2/23/2021;7414HN
68682;2/24/2021;4611DG
68683;2/24/2021;8023VD
68684;2/25/2021;3769BH
68685;2/26/2021;5051XH
68686;2/22/2021;4421KV
68687;2/23/2021;6212HD
68688;2/23/2021;4543CE
68689;2/25/2021;5271ZG
